us_node_id,link_suffix,ds_node_id,link_type,system_type,asset_id,sewer_reference,number_of_barrels,conduit_length,shape,conduit_width,conduit_height,roughness_type,bottom_roughness_CW,top_roughness_CW,bottom_roughness_Manning,top_roughness_Manning,bottom_roughness_N,top_roughness_N,bottom_roughness_HW,top_roughness_HW,sediment_depth,solution_model,us_invert,us_headloss_type,us_headloss_coeff,us_settlement_eff,ds_invert,ds_headloss_type,ds_headloss_coeff,ds_settlement_eff,critical_sewer_category,taking_off_reference,conduit_material,design_group,site_condition,ground_condition,min_computational_nodes,inflow,gradient,capacity,is_merged,branch_id,conduit_type,min_space_step,slot_width,connection_coefficient,springing_height,asset_uid,infonet_us_node_id,infonet_ds_node_id,infonet_link_suffix,base_height,infiltration_coeff_base,infiltration_coeff_side,porosity,fill_material_conductivity,diff1d_type,diff1d_d0,diff1d_d1,diff1d_d2,us_node_node_id,us_node_node_type,us_node_system_type,us_node_connection_type,us_node_asset_id,us_node_x,us_node_y,us_node_ground_level,us_node_flood_level,us_node_chamber_floor,us_node_chamber_roof,us_node_chamber_area,us_node_shaft_area,us_node_flood_type,us_node_benching_method,us_node_element_area_factor_2d,us_node_floodable_area,us_node_flood_depth_1,us_node_flood_depth_2,us_node_flood_area_1,us_node_flood_area_2,us_node_flooding_discharge_coeff,us_node_head_discharge_id,us_node_n_gullies,us_node_relative_stages,us_node_inlet_input_type,us_node_inlet_type,us_node_flow_efficiency_id,us_node_cross_slope,us_node_grate_width,us_node_grate_length,us_node_num_transverse_bars,us_node_opening_length,us_node_num_longitudinal_bars,us_node_opening_height,us_node_gutter_depression,us_node_num_diagonal_bars,us_node_lateral_depression,us_node_min_area_inc_voids,us_node_area_of_voids,us_node_velocity_splashover,us_node_debris,us_node_half_road_width,us_node_depth_weir,us_node_clear_opening,us_node_inlet_UE_a,us_node_inlet_UE_b,us_node_shaft_area_additional_total,us_node_chamber_area_additional_total,us_node_base_area,us_node_perimeter,us_node_infiltration_coeff,us_node_porosity,us_node_shaft_area_additional,us_node_shaft_area_add_comp,us_node_shaft_area_add_simplify,us_node_shaft_area_add_ncorrect,us_node_chamber_area_additional,us_node_chamber_area_add_comp,us_node_chamber_area_add_simplify,us_node_chamber_area_add_ncorrect,us_node_liner_level,us_node_vegetation_level,us_node_infiltratn_coeff_abv_vegn,us_node_infiltratn_coeff_abv_liner,us_node_infiltratn_coeff_blw_liner,us_node_lateral_node_id,us_node_lateral_link_suffix,us_node_asset_uid,us_node_infonet_id,us_node_2d_link_type,ds_node_node_id,ds_node_node_type,ds_node_system_type,ds_node_connection_type,ds_node_asset_id,ds_node_x,ds_node_y,ds_node_ground_level,ds_node_flood_level,ds_node_chamber_floor,ds_node_chamber_roof,ds_node_chamber_area,ds_node_shaft_area,ds_node_flood_type,ds_node_benching_method,ds_node_element_area_factor_2d,ds_node_floodable_area,ds_node_flood_depth_1,ds_node_flood_depth_2,ds_node_flood_area_1,ds_node_flood_area_2,ds_node_flooding_discharge_coeff,ds_node_head_discharge_id,ds_node_n_gullies,ds_node_relative_stages,ds_node_inlet_input_type,ds_node_inlet_type,ds_node_flow_efficiency_id,ds_node_cross_slope,ds_node_grate_width,ds_node_grate_length,ds_node_num_transverse_bars,ds_node_opening_length,ds_node_num_longitudinal_bars,ds_node_opening_height,ds_node_gutter_depression,ds_node_num_diagonal_bars,ds_node_lateral_depression,ds_node_min_area_inc_voids,ds_node_area_of_voids,ds_node_velocity_splashover,ds_node_debris,ds_node_half_road_width,ds_node_depth_weir,ds_node_clear_opening,ds_node_inlet_UE_a,ds_node_inlet_UE_b,ds_node_shaft_area_additional_total,ds_node_chamber_area_additional_total,ds_node_base_area,ds_node_perimeter,ds_node_infiltration_coeff,ds_node_porosity,ds_node_shaft_area_additional,ds_node_shaft_area_add_comp,ds_node_shaft_area_add_simplify,ds_node_shaft_area_add_ncorrect,ds_node_chamber_area_additional,ds_node_chamber_area_add_comp,ds_node_chamber_area_add_simplify,ds_node_chamber_area_add_ncorrect,ds_node_liner_level,ds_node_vegetation_level,ds_node_infiltratn_coeff_abv_vegn,ds_node_infiltratn_coeff_abv_liner,ds_node_infiltratn_coeff_blw_liner,ds_node_lateral_node_id,ds_node_lateral_link_suffix,ds_node_asset_uid,ds_node_infonet_id,ds_node_2d_link_type
3/1,1,3/375,Cond,Other,3/1.1,,1,50.1,CIRC,610,610,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,387.401,FIXED,0.,0,387.096,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.00609,0.464,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,3/1,Manhole,Other,Lost,,1219.7,1232.,389.839,389.839,387.401,388.01,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,387.401,0.,0.,0.,,,,,Depth,3/375,Outfall,Other,Lost,,1172.,1247.4,391.646,391.646,387.096,387.706,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,,0.,0.,1.,0.,,,,0.,,,,0.,387.096,0.,0.,0.,,,,,Depth
3/2,1,Junction,Cond,Other,3/2.1,,1,33.,CIRC,457,457,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,390.449,NONE,0.,0,389.196,NONE,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.03794,0.538,,,Culvert,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,3/2,Manhole,Other,Lost,,1282.1,1212.,392.887,392.887,390.449,390.906,0.1,0.1,Lost,Full Benching,1.,0.61,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,390.449,0.,0.,0.,,,,,Depth,Junction,Manhole,Other,Lost,,1250.8,1222.5,391.634,391.634,389.196,389.806,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,389.196,0.,0.,0.,,,,,Depth
4/1,1,Junction,Cond,Other,4/1.1,,1,53.4,CIRC,457,457,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,391.772,NONE,0.,0,389.196,NONE,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.04826,0.607,,,Culvert,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,4/1,Manhole,Other,Lost,,1268.5,1172.1,394.21,394.21,391.772,392.229,0.1,0.1,Lost,Full Benching,1.,0.627,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,391.772,0.,0.,0.,,,,,Depth,Junction,Manhole,Other,Lost,,1250.8,1222.5,391.634,391.634,389.196,389.806,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,389.196,0.,0.,0.,,,,,Depth
5/1,1,1,Cond,Other,5/1.1,,1,109.1,CIRC,610,610,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,388.666,FIXED,0.,0,387.096,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.01439,0.714,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,5/1,Manhole,Other,Lost,,1228.2,1153.9,391.104,391.104,388.666,389.275,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,388.666,0.,0.,0.,,,,,Depth,1,Outfall,Other,Lost,,1168.9,1243.4,391.647,391.647,387.096,387.706,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,,0.,0.,1.,0.,,,,0.,,,,0.,387.096,0.,0.,0.,,,,,Depth
5/2,1,5/1,Cond,Other,5/2.1,,1,34.7,CIRC,610,610,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,391.217,NONE,0.,0,388.666,NONE,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.07352,1.613,,,Culvert,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,5/2,Manhole,Other,Lost,,1259.5,1138.9,393.655,393.655,391.217,391.826,0.1,0.1,Lost,Full Benching,1.,0.053,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,391.217,0.,0.,0.,,,,,Depth,5/1,Manhole,Other,Lost,,1228.2,1153.9,391.104,391.104,388.666,389.275,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,388.666,0.,0.,0.,,,,,Depth
5/3,1,5/2,Cond,Other,5/3.1,,1,60.9,CIRC,457,457,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,394.429,FIXED,0.,0,391.217,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.05277,0.635,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,5/3,Manhole,Other,Lost,,1314.6,1112.8,396.868,396.868,394.429,394.887,0.1,0.1,Lost,Full Benching,1.,0.116,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,394.429,0.,0.,0.,,,,,Depth,5/2,Manhole,Other,Lost,,1259.5,1138.9,393.655,393.655,391.217,391.826,0.1,0.1,Lost,Full Benching,1.,0.053,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,391.217,0.,0.,0.,,,,,Depth
5/4,1,5/3,Cond,Other,5/4.1,,1,51.3,CIRC,457,457,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,395.594,FIXED,0.,0,394.429,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.02269,0.416,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,5/4,Manhole,Other,Lost,,1360.8,1090.7,398.032,398.032,395.594,396.051,0.1,0.1,Lost,Full Benching,1.,0.273,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,395.594,0.,0.,0.,,,,,Depth,5/3,Manhole,Other,Lost,,1314.6,1112.8,396.868,396.868,394.429,394.887,0.1,0.1,Lost,Full Benching,1.,0.116,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,394.429,0.,0.,0.,,,,,Depth
6/1,1,5/2,Cond,Other,6/1.1,,1,9.4,CIRC,457,457,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,391.531,FIXED,0.,0,391.217,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.03338,0.505,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,6/1,Manhole,Other,Lost,,1260.7,1129.5,393.969,393.969,391.531,391.988,0.1,0.1,Lost,Full Benching,1.,0.056,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,391.531,0.,0.,0.,,,,,Depth,5/2,Manhole,Other,Lost,,1259.5,1138.9,393.655,393.655,391.217,391.826,0.1,0.1,Lost,Full Benching,1.,0.053,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,391.217,0.,0.,0.,,,,,Depth
Junction,1,3/1,Cond,Other,Junction.1,,1,32.5,CIRC,610,610,N,1.5,1.5,25.,25.,0.014,0.014,,,0,Full,389.196,FIXED,0.,0,387.401,FIXED,0.,0,,,UNKN,,ROAD,SUBURBS,5,0.,0.05518,1.397,,,Conduit,10.,20.,1.,0,,,,,0,0.,0.,,,River,0.,0.,0.,Junction,Manhole,Other,Lost,,1250.8,1222.5,391.634,391.634,389.196,389.806,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,389.196,0.,0.,0.,,,,,Depth,3/1,Manhole,Other,Lost,,1219.7,1232.,389.839,389.839,387.401,388.01,0.1,0.1,Lost,Full Benching,1.,0.,1.,100.,100,100,0.5,,1.,0,Params,SagC,,0.,0.,0.,,0.,,0.,0.,,0.,,,0.,0.,,0.,0.,0.,0.,0.,0.,0.11,0.,0.,1.,0.,,,,0.,,,,0.,387.401,0.,0.,0.,,,,,Depth
